Male;Height(cm);Height;Weight;Mean;(data[i]-mean)^2;Variance;StandardDeviation
Male;169.0537306574;66.556586873;185.042324085;;37.2594547727;;
Male;182.2253816222;71.7422762292;187.9653553595;;49.9509505484;;
Male;177.1518665025;69.7448293317;188.1811248482;;3.9763690896;;
Male;169.5466614793;66.7506541257;179.5420171432;;31.4846845105;;
Male;177.0187525333;69.6924222572;211.7184289617;;3.4632076734;;
Male;178.8249327502;70.4035168308;197.6921420835;;13.4479874278;;
Male;175.3101297191;69.0197361099;186.287991991;;0.0232095285;;
Male;164.4200093745;64.7322871553;166.1060724374;;115.2997820317;;
Male;180.3351090799;70.9980744409;188.8117699769;;26.8047055311;;
Male;163.7279282029;64.4598142531;161.378773212;;130.6415802559;;
Male;177.1637873608;69.749522583;193.4762588312;;4.0240535707;;
Male;181.678195983;71.5268488122;189.2822460998;;42.5157857126;;
Male;173.5529062946;68.327915864;207.784924645;;2.5756291796;;
Male;179.7423892168;70.7647201641;199.3230942593;;21.0186143347;;
Male;181.4043860709;71.4190496342;209.8582566047;;39.0200501586;;
Male;176.251804201;69.3904740949;180.1754727639;;1.1968824293;;
Male;182.8843998332;72.0017322178;196.2144144814;;59.7006079763;;
Male;175.7463464322;69.1914749733;189.4388403515;;0.3464069357;;
Male;168.0625627393;66.1663632832;165.5146074331;;50.3421502821;;
Male;170.8712432078;67.2721429952;182.3943346924;;18.3744232297;;
Male;180.1262219249;70.9158354035;189.5576374601;;24.6853855362;;
Male;175.5645149858;69.1198877897;189.6259140763;;0.1654309235;;
Male;171.2189257131;67.4090258713;170.1913254292;;15.5145965792;;
Male;185.2641685621;72.9386490402;216.0974547198;;102.139029508;;
Male;179.0469588878;70.490928696;177.0677743508;;15.125689232;;
Male;175.2809790332;69.0082594619;196.051188755;;0.0151772672;;
Male;169.5757591907;66.7621099176;167.7004962313;;31.1589895988;;
Male;175.5664858729;69.1206637295;179.6078700511;;0.1670380536;;
Male;185.7407186573;73.1262671879;220.6614050938;;111.9985275216;;
Male;171.4165326943;67.4868238954;164.2952412526;;13.9969537099;;
Male;164.9858989709;64.955078335;156.5447863495;;103.467224321;;
Male;172.1675222505;67.782489075;183.6810290381;;8.9416592382;;
Male;171.8624929418;67.662398796;170.3054934905;;10.8589364442;;
Male;168.8500483965;66.4763970065;168.6272639128;;39.7875155922;;
Male;185.3871583105;72.987070201;209.6379744894;;104.6401196265;;
Male;176.6906099841;69.5632322772;195.3460269704;;2.3495586205;;
Male;180.3490427543;71.0035601395;194.3226013602;;26.9491780311;;
Male;177.5857188997;69.9156373621;219.3679167472;;5.894872824;;
Male;182.1107401415;71.697141788;205.1617482864;;48.3436132719;;
Male;171.8308497781;67.6499408575;178.8826336657;;11.0684845389;;
Male;173.4707085938;68.2955545645;181.7249314658;;2.8462199889;;
Male;174.4656294112;68.6872556737;203.5603338361;;0.4790765646;;
Male;175.0460599791;68.9157716453;165.1558986834;;0.0124820292;;
Male;175.1606343689;68.9608796728;197.9314295503;;8.13041131401389E-006;;
Male;170.8079774187;67.2472352042;173.2840330133;;18.9208084327;;
Male;175.0462936484;68.9158636411;183.9477889;;0.0124298714;;
Male;167.2299030391;65.8385445036;139.5340469401;;62.8512803772;;
Male;164.2645318914;64.6710755478;160.1885313441;;118.6629193073;;
Male;168.3915802179;66.2958977236;163.6040021919;;45.7814998348;;
Male;170.4278677979;67.0975857472;193.9551074438;;22.3720976423;;
Male;170.1756559213;66.9982897328;189.8933424944;;24.8215900419;;
Male;180.2434060926;70.9619709026;184.2239320437;;25.8635624302;;
Male;173.7890154002;68.4208722048;190.7955421696;;1.8735246911;;
Male;171.83742007;67.6525275866;188.2006793809;;11.024809863;;
Male;192.0752906221;75.6201931583;226.2077798694;;286.2020647759;;
Male;179.1950747364;70.5492420222;197.8793731049;;16.2997247157;;
Male;174.9827308296;68.8908389093;190.5134869036;;0.0306432558;;
Male;173.4427110755;68.2845319195;176.2465834363;;2.941471642;;
Male;165.0874987784;64.9950782592;177.7270944984;;101.4106239278;;
Male;166.5624597185;65.5757715427;173.6915921942;;73.8795819928;;
Male;176.0374641304;69.3060882403;210.4636875406;;0.773838924;;
Male;166.8899771724;65.7047154222;170.1005633182;;68.3566128939;;
Male;172.2221371662;67.8039910103;173.459891806;;8.6180163519;;
Male;175.8090141722;69.2161473119;184.9366903226;;0.424102064;;
Male;172.7581152626;68.0150060089;194.2869459473;;5.7584051601;;
Male;157.2944503162;61.9269489434;149.1496848377;;319.0986539027;;
Male;170.8565612976;67.2663627156;192.4707695606;;18.5005079721;;
Male;171.8991275089;67.6768218539;179.7508079824;;10.6188354878;;
Male;177.7260951846;69.970903616;202.8632930321;;6.5962275738;;
Male;165.8961923037;65.3134615369;163.3573315189;;85.7770618789;;
Male;182.6412538191;71.9060054406;217.0277146437;;56.0023357806;;
Male;168.2341162672;66.2339040422;183.1612324557;;47.9371607681;;
Male;167.1699547735;65.8149428242;166.5836105075;;63.8053994778;;
Male;185.0261675517;72.844947855;205.2508891511;;97.3850140293;;
Male;180.2115863696;70.9494434526;189.703088824;;25.5409286876;;
Male;181.2132713744;71.3438076277;218.5863363974;;36.6689396785;;
Male;180.4813869613;71.055664158;203.1394330256;;28.3407593361;;
Male;157.2908901288;61.9255472948;139.9050703154;;319.225860203;;
Male;174.6566421971;68.7624575579;196.2938058749;;0.2511420856;;
Male;171.663211221;67.5839414256;179.9370111672;;12.2120317877;;
Male;171.098704459;67.3616946689;164.1459223974;;16.4761184501;;
Male;167.333057653;65.8791565563;168.1748643707;;61.2263264633;;
Male;174.4846958638;68.6947621511;189.7425419036;;0.4530462678;;
Male;176.6185483461;69.5348615536;195.1703914989;;2.1338354511;;
Male;169.2521147039;66.6346908283;190.4679587792;;34.8769178029;;
Male;177.3171499972;69.8099015737;204.426598301;;4.6628659093;;
Male;174.4468791607;68.6798736853;196.1516228236;;0.5053842422;;
Male;181.9025540258;71.6151787503;209.6707738792;;45.4919364422;;
Male;177.0120801471;69.6897953335;190.9334004899;;3.4384179791;;
Male;180.0887593679;70.9010863653;197.9448323621;;24.3145281248;;
Male;172.7347675404;68.0058139923;186.7803378496;;5.8710038266;;
Male;179.3639897051;70.6157439784;188.6638321178;;17.6921750036;;
Male;181.7908331603;71.5711941576;176.3766427661;;43.9973546772;;
Male;185.452672688;73.012863263;209.3294833694;;105.9847540735;;
Male;154.3002193835;60.7481178675;136.1678657242;;435.0379592384;;
Male;175.4685838488;69.0821196255;190.935182501;;0.0965971792;;
Male;176.1203935751;69.338737628;191.445654281;;0.9266191553;;
Male;172.1031297875;67.7571377116;184.9382299108;;9.3309061346;;
Male;193.1087879323;76.0270818631;232.3134709695;;322.2385787499;;
Male;183.4581450467;72.2276161601;201.7788539504;;68.896010416;;
Male;175.0594450163;68.921041345;188.3288070615;;0.0096703554;;
Male;165.9507163092;65.3349276808;174.6556972502;;84.7700767039;;
Male;167.4683047676;65.9324034518;183.9433387552;;59.1280751994;;
Male;178.9853908479;70.4666893102;187.5174420175;;14.6505819805;;
Male;185.8798507976;73.1810436211;213.8474528722;;114.9627382572;;
Male;174.1192344037;68.5508796865;175.2195187957;;1.078583148;;
Male;174.0646969558;68.5294082503;169.5448054454;;1.1948370592;;
Male;161.5349967681;63.5964554205;144.5919224212;;185.5803042114;;
Male;170.5463727186;67.1442412278;175.6791901767;;21.2651046108;;
Male;179.8735813644;70.8163706159;197.1984015611;;22.2387543899;;
Male;186.7669234118;73.5302848078;222.9259166993;;134.7721415353;;
Male;167.9983150553;66.1410689194;165.4045453377;;51.2579809838;;
Male;172.4833983609;67.9068497484;170.4172312133;;7.1523330976;;
Male;181.4407745869;71.4333758216;216.6339996877;;39.4759835156;;
Male;170.4662066869;67.112679798;173.7075042367;;22.010888126;;
Male;186.1411516326;73.2839179656;217.8960397423;;120.6343869309;;
Male;161.7283612114;63.6725831541;161.0131458389;;180.3493690735;;
Male;175.8323135656;69.2253203014;193.7563257989;;0.4549915091;;
Male;176.9621150232;69.6701240249;177.1191607254;;3.2556141176;;
Male;179.0330383409;70.4854481657;204.8274497379;;15.0176041019;;
Male;175.2718817814;69.0046778667;176.7318924789;;0.0130185362;;
Male;173.8830507806;68.4578940081;192.761885655;;1.6249421836;;
Male;167.7028238076;66.0247337825;166.9610204734;;55.5764162823;;
Male;176.0681495783;69.3181691253;186.7379955483;;0.8287673409;;
Male;175.4574610343;69.0777405647;188.5061787107;;0.0898069355;;
Male;186.8481667317;73.5622703668;208.3614918129;;136.665072231;;
Male;167.862729772;66.0876888866;161.495814308;;53.217801327;;
Male;186.7560002063;73.5259843332;214.9664591998;;134.5186427989;;
Male;176.9848129479;69.6790602157;205.1334354987;;3.3380384988;;
Male;169.3590240369;66.6767811169;183.19730684;;33.625605295;;
Male;185.322630288;72.9616654677;208.8950442859;;103.3241207677;;
Male;173.347055247;68.2468721445;207.9255765452;;3.2787349277;;
Male;182.7698297573;71.9566258887;210.6638278121;;57.94325612;;
Male;180.4889287067;71.0586333491;204.2728377454;;28.4211147456;;
Male;170.1214528687;66.9769499483;195.1987301073;;25.3646210033;;
Male;173.9341252723;68.4780020757;190.6860225301;;1.4973381888;;
Male;181.0624811339;71.2844413913;199.6353265785;;34.8654602733;;
Male;165.0503589791;64.980456291;166.8215473459;;102.1600199594;;
Male;169.5751850384;66.7618838734;178.7975089751;;31.1653997917;;
Male;174.6660507787;68.7661617239;185.7721575059;;0.2418005591;;
Male;175.2410606607;68.9925435672;193.7549909361;;0.0069351719;;
Male;181.0897942728;71.2951945956;228.8005160941;;35.1887579628;;
Male;175.385675137;69.0494784004;192.3497017124;;0.0519348346;;
Male;169.0153643214;66.5414820163;175.9834911376;;37.7293069935;;
Male;174.0294295506;68.5155234451;176.1412391639;;1.2731814647;;
Male;171.3476768955;67.4597153132;177.4825249084;;14.5169083848;;
Male;181.2477513283;71.3573824127;201.7607768827;;37.087714467;;
Male;174.2196313459;68.5904060417;176.8430799262;;0.880128491;;
Male;177.1296602355;69.7360867069;185.5242603516;;3.8882999057;;
Male;177.3779969502;69.833857067;188.0410290206;;4.9293500676;;
Male;183.9228878398;72.4105857637;189.3844382925;;76.8270631805;;
Male;166.2038760445;65.4345968679;166.0967440205;;80.1724494335;;
Male;168.3198481963;66.2676567702;170.2501786536;;46.7573521238;;
Male;177.7347242182;69.9743008733;212.80425896;;6.6406261383;;
Male;180.8713533282;71.2091942237;196.1455062085;;32.644886109;;
Male;177.640996489;69.9374001925;202.2790696793;;6.1663493246;;
Male;181.3204963702;71.386022193;201.332006891;;37.979036314;;
Male;164.0555054415;64.5887816699;158.4540944464;;123.2605665697;;
Male;174.7341804164;68.7929844159;174.4894862641;;0.179439133;;
Male;173.8521966894;68.4457467281;183.7833826853;;1.7045555657;;
Male;175.7720084301;69.2015781221;188.1035061127;;0.377272902;;
Male;176.3420839646;69.4260173089;176.1934298238;;1.4025688191;;
Male;176.7998120116;69.6062252014;194.2007118759;;2.6962593362;;
Male;185.1195357117;72.8817069731;194.1995088714;;99.2365174611;;
Male;157.9329613034;62.1783312218;145.8988423738;;296.6944818364;;
Male;174.9417548151;68.8747066201;191.8337091737;;0.0466681686;;
Male;180.5434122388;71.0800835586;209.8535536407;;29.0050024997;;
Male;183.3436366691;72.1825341217;201.2614643916;;67.0082005984;;
Male;183.0393976441;72.062754978;208.7818533875;;62.1198496932;;
Male;171.1453470492;67.3800578934;182.6734053877;;16.0996421089;;
Male;172.5539717138;67.934634533;166.435068827;;6.7798331167;;
Male;179.8369028586;70.8019302593;193.3935426145;;21.8941628263;;
Male;166.4947680306;65.5491212719;178.4481797342;;75.0478280356;;
Male;178.285710183;70.1912244815;205.9417906715;;9.7839285792;;
Male;182.3186482355;71.7789953683;199.2098424412;;51.2779911886;;
Male;173.0509325746;68.1302884152;192.0295665716;;4.4388186362;;
Male;173.6330857095;68.3594825628;175.2608644294;;2.3247017706;;
Male;167.8695068135;66.0903570132;170.0064451045;;53.1189694977;;
Male;181.8135127726;71.5801231388;205.3475962061;;44.2987390542;;
Male;186.7831360162;73.5366677229;196.0432950717;;135.1488331853;;
Male;180.6334508769;71.1155318413;208.1452566457;;29.9829389029;;
Male;179.8175284663;70.7943025458;202.8907578257;;21.7132279853;;
Male;182.1918136311;71.7290604847;188.595023951;;49.4775871829;;
Male;160.5191871383;63.1965303694;162.4297274487;;214.2884882554;;
Male;172.9768280591;68.1011134091;182.8523990973;;4.7565643726;;
Male;167.2744933122;65.8560997292;157.3174613643;;62.1462560074;;
Male;173.5999995136;68.3464565014;178.6759920675;;2.4266893324;;
Male;176.6829814822;69.56022893;187.2174859317;;2.3262304671;;
Male;174.5698923449;68.7283040728;171.6209665705;;0.3456154004;;
Male;178.2020252363;70.1582776521;200.5341783042;;9.2674109073;;
Male;175.0652751009;68.9233366539;193.9273604102;;0.0085577079;;
Male;163.3224424629;64.300174198;155.4897289646;;140.075285186;;
Male;178.9573079617;70.4556330558;192.5279049595;;14.4363900769;;
Male;174.3051205034;68.6240631903;159.8624674006;;0.7270333013;;
Male;176.9484694313;69.6647517446;176.2592743978;;3.2065579622;;
Male;175.4095667329;69.0588845405;171.7089262736;;0.0633950576;;
Male;170.7565450123;67.2269862253;181.7096189322;;19.3708956601;;
Male;167.9341312253;66.115799695;171.386659244;;52.181144692;;
Male;174.2881638581;68.6173873457;179.1320245979;;0.7562374195;;
Male;175.8924925463;69.2490128135;187.4693713912;;0.5397981449;;
Male;176.8904417063;69.6419061836;182.0045223025;;3.0021062575;;
Male;184.904452027;72.7970283571;214.474035549;;94.9975574871;;
Male;190.6117474834;75.0439950722;208.5264269755;;238.8250188318;;
Male;180.2706176925;70.9726841309;190.221992861;;26.1410787839;;
Male;188.94555156;74.3880124252;217.1437904933;;190.10256238;;
Male;163.4798962341;64.3621638717;156.0738985152;;136.37303888;;
Male;181.1705827084;71.3270010663;206.3851911448;;36.1537605582;;
Male;170.6169420829;67.1720244421;178.1527814335;;20.6192360643;;
Male;188.9802465887;74.4016718853;228.8383958011;;191.0605001768;;
Male;162.2245192374;63.8679209596;174.4733628929;;167.2693110697;;
Male;174.9704190879;68.8859917669;164.2149025819;;0.0351052285;;
Male;183.21525517;72.1319902244;212.1572757001;;64.9228580713;;
Male;173.74546447;68.4037261693;206.0149398081;;1.9946435773;;
Male;165.3353472354;65.0926563919;167.4335329845;;96.4802439818;;
Male;175.8433849544;69.2296791159;195.2186396961;;0.4700500655;;
Male;182.7473821928;71.9477882649;209.175489088;;57.6020161919;;
Male;171.3559962647;67.4629906554;182.3012855847;;14.4535822384;;
Male;176.0547879514;69.3129086423;190.185146912;;0.8046179165;;
Male;161.876862346;63.7310481677;160.3449038744;;176.3828529223;;
Male;154.1267362031;60.6798174028;129.3010237667;;442.3049285863;;
Male;179.4848406161;70.6633230772;195.6263190575;;18.7234277748;;
Male;171.688839059;67.5940311256;186.7514169415;;12.0335719359;;
Male;189.6097500236;74.6495078833;227.5006450683;;208.8593513912;;
Male;178.9863802892;70.467078854;197.1875320313;;14.6581573458;;
Male;182.737786719;71.9440105193;209.5562827193;;57.4564566639;;
Male;188.0254070582;74.0257508103;209.7592720668;;165.5757493834;;
Male;179.786859532;70.7822281622;220.4367863795;;21.4283497121;;
Male;164.4072326809;64.727256961;169.207936994;;115.5743317606;;
Male;173.6928811637;68.3830240802;185.8456167799;;2.1459373352;;
Male;181.5318208378;71.4692208023;192.6914931169;;40.6283585966;;
Male;170.0389124935;66.9444537376;177.0260877819;;26.2028350708;;
Male;179.8243266707;70.7969790042;199.9473830589;;21.7766300048;;
Male;165.8427843409;65.2924347799;168.7102902502;;86.7691996698;;
Male;156.8551849657;61.754009829;123.5281430202;;334.9850941221;;
Male;158.7009051249;62.480671309;160.2422382087;;270.8288287818;;
Male;172.2264268703;67.8056798702;197.0826110422;;8.5928486495;;
Male;176.5960254707;69.5259942798;161.9709375533;;2.0685414583;;
Male;184.1519218501;72.5007566339;201.6550559382;;80.8945339914;;
Male;179.0326486508;70.4852947444;194.7861983251;;15.0145839565;;
Male;169.3919294227;66.6897359932;162.5654067339;;33.2450672589;;
Male;181.0814706626;71.2919175837;175.8109677131;;35.0900757456;;
Male;182.3637886829;71.796767198;209.3793101858;;51.9265181718;;
Male;185.5631143963;73.0563442505;204.4603316173;;108.2709218554;;
Male;174.8875200955;68.8533543683;210.8690841789;;0.0730420275;;
Male;167.7554273981;66.0454438575;169.3262841918;;54.7948681809;;
Male;187.9241895956;73.9859014156;223.3261049504;;162.9811378423;;
Male;175.8991094104;69.2516178781;192.9468910789;;0.5495648744;;
Male;176.1252693266;69.3406572152;172.9048014476;;0.9360298284;;
Male;180.2797130157;70.9762649668;191.5721535555;;26.234167277;;
Male;161.445645168;63.5612776252;157.1195444595;;188.0227234107;;
Male;177.2161834181;69.770150952;182.7954943218;;4.2370123581;;
Male;165.578733008;65.1884775622;151.8869422497;;91.7581983912;;
Male;177.7465096825;69.9789408199;193.341082818;;6.7015059337;;
Male;177.1665167656;69.7505971518;185.4279701391;;4.0350114161;;
Male;180.7754351271;71.1714311524;195.3823107605;;31.5580156312;;
Male;179.2528845286;70.5720017829;174.1968873014;;16.7698566824;;
Male;166.7537673785;65.6510895191;164.64981394;;70.6274782519;;
Male;170.5315719138;67.1384141393;163.8450013286;;21.4018288409;;
Male;167.4319408322;65.9180869418;174.7199581056;;59.6886369132;;
Male;187.4180565665;73.7866364435;212.9005559954;;150.3143083837;;
Male;172.0526184049;67.7372513405;172.7942606111;;9.6420470467;;
Male;166.4819536839;65.5440762535;171.9803312611;;75.2700139978;;
Male;180.8833379169;71.2139125657;195.9234164984;;32.7819793203;;
Male;166.6045792357;65.5923540298;174.8153485131;;73.1572943139;;
Male;166.795588381;65.6675544807;174.5668558417;;69.9262985337;;
Male;157.4107491316;61.9727358786;140.277749662;;314.9572104608;;
Male;187.7058442635;73.8999386864;215.5597032519;;157.4538419407;;
Male;183.7491464507;72.342183642;215.8582339014;;73.811526263;;
Male;178.5917036259;70.3116943409;184.2438603485;;11.7918109933;;
Male;170.4735334609;67.1155643547;168.2021671276;;21.942193569;;
Male;167.4685036816;65.9324817644;151.384618198;;59.1250161492;;
Male;170.7584723528;67.2277450208;185.9701608516;;19.3539340058;;
Male;178.0904328187;70.1143436294;203.2417318027;;8.6004350687;;
Male;190.097409288;74.8414997197;223.945670278;;223.192434185;;
Male;163.8993486688;64.5273026255;148.4721858535;;126.7523431696;;
Male;177.9301869141;70.0512546906;207.1946472946;;7.6862235667;;
Male;182.4562486893;71.8331687753;205.1930617608;;53.2676016903;;
Male;185.0053188238;72.8367396944;209.4224842752;;96.9739621688;;
Male;186.1867389966;73.3018657467;199.1669286789;;121.6378707878;;
Male;168.6387088164;66.3931924474;165.0646095455;;42.4983279675;;
Male;168.9485113789;66.5151619602;180.7605348232;;38.5550538323;;
Male;175.9529440253;69.2728126084;202.2987601517;;0.632281086;;
Male;173.3091629764;68.2319539277;195.2619902961;;3.4173959227;;
Male;178.8512273471;70.4138690343;184.2326617449;;13.6415312834;;
Male;177.1062884212;69.7268852052;188.4537596712;;3.7966734494;;
Male;166.3972640821;65.5107338906;157.2050253022;;76.7466913828;;
Male;175.6086641668;69.137269357;196.5523243152;;0.2032938434;;
Male;187.1121195421;73.6661887961;208.3661793286;;142.9061626087;;
Male;167.3675914155;65.8927525258;158.184985697;;60.6870846314;;
Male;173.6202495541;68.3544289583;184.5984279557;;2.3640090398;;
Male;178.8788155452;70.4247305296;197.9075211498;;13.8460833415;;
Male;183.0837109124;72.0802011466;202.8672366689;;62.8203335684;;
Male;182.1462569547;71.7111247853;199.0807789874;;48.8387684764;;
Male;166.9520711536;65.7291618715;156.2239584659;;67.3337065991;;
Male;162.301779026;63.8983381992;168.2995379774;;165.2768376995;;
Male;178.6026646685;70.316009712;201.5106880974;;11.8672098387;;
Male;167.1033736737;65.7887297928;174.5848799395;;64.8735092942;;
Male;177.3617590304;69.8274641852;196.9307920286;;4.857510425;;
Male;173.5611212332;68.3311500918;197.7567703194;;2.5493287379;;
Male;172.0636367379;67.7415892669;165.6432833052;;9.5737409754;;
Male;190.5860791794;75.0338894407;232.886117052;;238.0323235756;;
Male;186.4463086436;73.4040585211;192.732404677;;127.4308116283;;
Male;176.6690951737;69.5547618794;192.1816687371;;2.2840645428;;
Male;163.9291610514;64.539039784;157.1292771983;;126.0819504455;;
Male;171.5687741366;67.5467614711;163.4952025668;;12.8809844874;;
Male;185.6650540816;73.0964779849;205.1575779907;;110.4027459762;;
Male;169.0471119247;66.5539810727;171.4285918857;;37.3403007625;;
Male;187.9386746398;73.9916041889;208.9645835613;;163.3511915865;;
Male;179.9912276704;70.8626880592;209.7591140324;;23.3621875623;;
Male;181.7845835896;71.5687336967;206.2604577598;;43.9144863024;;
Male;167.2295134814;65.8383911344;177.2116965981;;62.8574572634;;
Male;178.499855503;70.2755336626;211.7162538109;;11.1694487403;;
Male;156.9047458683;61.7735219954;149.5148391703;;333.173363848;;
Male;190.0553610811;74.8249453075;220.3363668867;;221.9378332382;;
Male;181.8770704527;71.6051458475;192.4279136134;;45.1488241226;;
Male;170.8406630861;67.2601035772;163.386512747;;18.6375241896;;
Male;180.1474538586;70.9241944325;199.7783726399;;24.8968154633;;
Male;190.6515583669;75.0596686484;218.583687985;;240.0570757005;;
Male;185.6762256554;73.1008762423;223.206451566;;110.6376362892;;
Male;179.4814597582;70.6619920308;217.9518826059;;18.6941808714;;
Male;170.5474550675;67.1446673494;171.2077788986;;21.255123473;;
Male;170.4928097114;67.1231534297;147.5379561553;;21.7619756085;;
Male;176.593357665;69.5249439626;170.0371862512;;2.0608746725;;
Male;165.670716825;65.2246916634;160.8360744526;;90.0044242533;;
Male;173.7625755643;68.4104628206;185.1277354696;;1.9466037364;;
Male;174.6591977883;68.7634636962;177.0833881751;;0.2485871946;;
Male;172.5596467838;67.9368688125;188.8840968188;;6.750311701;;
Male;175.8640848756;69.2378286912;159.2448861809;;0.498862366;;
Male;173.902938752;68.4657239181;188.0792760462;;1.5746340399;;
Male;166.8635057361;65.6942935969;150.9606195705;;68.7950350198;;
Male;176.3547350379;69.4309980464;172.3258811785;;1.4326942257;;
Male;167.9838941982;66.1353914166;166.3638186925;;51.4646802728;;
Male;180.0277022507;70.8770481302;186.3398243708;;23.7161136906;;
